reference,date,amount,fee,terminal_type,terminal_id,location,net_amount
010968312,2024-10-27T23:18:24,1000,0,TELEVINTI4,0005974812,,1000
010968370,2024-10-27T23:16:19,300,6,ATM,0000000602,Sal,294
010968426,2024-10-27T19:54:40,250,0,TELEVINTI4,0009133225,,250
010968470,2024-10-27T19:11:39,500,10,ATM,0000000902,Brava,490
010968694,2024-10-27T19:32:58,500,0,TELEVINTI4,0009824701,,500
010968768,2024-10-27T22:00:08,200,4,ATM,0000003001,Porto Novo,196
010968849,2024-10-27T23:08:03,500,0,TELEVINTI4,0009738202,,500
010969145,2024-10-27T22:04:05,200,0,TELEVINTI4,0009763678,,200
010969158,2024-10-27T19:33:42,1000,20,ATM,0000000401,Sao Filipe,980
010969246,2024-10-27T22:06:34,500,10,ATM,0000000308,Sal,490
010969573,2024-10-27T19:48:48,500,10,ATM,0000003801,Praia,490
010969668,2024-10-27T19:33:56,250,0,TELEVINTI4,0005989991,,250
010969729,2024-10-27T19:49:10,150,0,TELEVINTI4,0005867148,,150
010969740,2024-10-27T22:05:32,500,0,TELEVINTI4,0009832854,,500
010969847,2024-10-27T19:26:42,110,0,TELEVINTI4,0009524465,,110
010969893,2024-10-27T20:17:49,500,0,TELEVINTI4,0009929985,,500
010970114,2024-10-27T22:27:53,1000,0,TELEVINTI4,0009946584,,1000
010970237,2024-10-27T22:02:20,200,0,TELEVINTI4,0009583028,,200
010970269,2024-10-27T19:12:14,500,0,TELEVINTI4,0009701637,,500
010970270,2024-10-27T19:33:58,1000,0,TELEVINTI4,0009560626,,1000
010970274,2024-10-27T20:40:19,500,0,TELEVINTI4,0009736063,,500
